reach;urbanaggl;year;q90_fecalcoli;ech_fecalcoli;num_stations;etat_m;urbanaggl_normalise;latitude;longitude
city;Agartala;1980;5740;9;7;Poor;agartala;23.92488;91.15152
city;Agartala;1981;10000;11;7;Poor;agartala;23.92488;91.15152
city;Agartala;1982;2560;10;7;Poor;agartala;23.92488;91.15152
city;Agartala;1983;3800;11;7;Poor;agartala;23.92488;91.15152
city;Agartala;1984;1140;10;7;Good;agartala;23.92488;91.15152
city;Agartala;1985;700;6;7;Good;agartala;23.92488;91.15152
city;Agartala;1987;NA;0;7;NA;agartala;23.92488;91.15152
city;Agartala;1988;2840;2;7;Poor;agartala;23.92488;91.15152
city;Agartala;1994;NA;0;7;NA;agartala;23.92488;91.15152
city;Agartala;1995;NA;0;7;NA;agartala;23.92488;91.15152
city;Agartala;2003;NA;0;7;NA;agartala;23.92488;91.15152
city;Agartala;2018;220;48;7;Good;agartala;23.92488;91.15152
city;Agartala;2019;280;36;7;Good;agartala;23.92488;91.15152
city;Agartala;2020;966;40;7;Good;agartala;23.92488;91.15152
city;Agartala;2021;672;15;7;Good;agartala;23.92488;91.15152
city;Agra;1980;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1981;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1982;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1983;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1984;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1985;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1986;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1987;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1988;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1989;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1990;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1991;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1992;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1993;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1994;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1995;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1996;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1997;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1998;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;1999;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2000;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2001;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2002;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2003;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2004;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2005;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2006;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2007;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2008;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2009;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2010;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2011;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2012;2060;7;2;Poor;agra;27.18413;78.00319
city;Agra;2013;2260;5;2;Poor;agra;27.18413;78.00319
city;Agra;2014;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2015;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2016;NA;0;2;NA;agra;27.18413;78.00319
city;Agra;2017;8420;7;2;Poor;agra;27.18413;78.00319
city;Agra;2018;155000;46;2;Poor;agra;27.18413;78.00319
city;Agra;2019;246000;47;2;Poor;agra;27.18413;78.00319
city;Agra;2020;540000;42;2;Poor;agra;27.18413;78.00319
city;Agra;2021;540000;47;2;Poor;agra;27.18413;78.00319
city;Ahmadabad;1980;8180000;4;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1981;14380000;3;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1982;24000000;9;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1983;24000000;9;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1984;24000000;10;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1985;99999;12;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1986;3500000;11;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1987;4420000;12;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1988;11000000;11;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1989;24000000;12;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1990;24000000;12;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1991;24000000;11;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1992;11000000;12;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1993;12300000;10;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1995;24000000;12;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1996;24000000;12;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1997;457000;12;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1998;11000000;12;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;1999;22700000;12;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;2000;11000000;12;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;2001;5970;8;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;2002;1490000;8;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;2003;1100000;11;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;2004;93000;11;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;2005;162000;9;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;2006;1087500;6;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;2007;13040;9;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;2008;15000;10;5;Poor;ahmadabad;23.02788;72.57889
city;Ahmadabad;2018;430;44;5;Good;ahmadabad;23.02788;72.57889
city;Ahmadabad;2019;360;40;5;Good;ahmadabad;23.02788;72.57889
city;Ahmadabad;2020;1400;41;5;Good;ahmadabad;23.02788;72.57889
city;Ahmadabad;2021;1600;12;5;Good;ahmadabad;23.02788;72.57889
city;AlKhartum (Khartoum);1980;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1981;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1982;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1983;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1984;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1985;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1986;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1987;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1988;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1989;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1990;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1991;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlKhartum (Khartoum);1992;NA;0;1;NA;alkhartum (khartoum);15.59496;32.47506
city;AlQahirah (Cairo);1980;NA;0;3;NA;alqahirah (cairo);30.06696;31.28107
city;Allentown-Bethlehem;1998;NA;0;1;NA;allentown-bethlehem;40.63418;-75.40907
city;Allentown-Bethlehem;1999;NA;0;1;NA;allentown-bethlehem;40.63418;-75.40907
city;Allentown-Bethlehem;2000;NA;0;1;NA;allentown-bethlehem;40.63418;-75.40907
city;Allentown-Bethlehem;2001;NA;0;1;NA;allentown-bethlehem;40.63418;-75.40907
city;Angeles City;1980;114800;5;1;Poor;angeles city;15.10779;120.76363
city;Angeles City;1981;3740;2;1;Poor;angeles city;15.10779;120.76363
city;Angeles City;1982;3240;7;1;Poor;angeles city;15.10779;120.76363
city;Angeles City;1983;NA;0;1;NA;angeles city;15.10779;120.76363
city;Angeles City;1984;NA;0;1;NA;angeles city;15.10779;120.76363
city;Asuncion;1993;1362;8;2;Good;asuncion;-25.25826;-57.61492
city;Asuncion;1994;5871;4;2;Good;asuncion;-25.25826;-57.61492
city;Asuncion;2018;NA;0;2;NA;asuncion;-25.25826;-57.61492
city;Asuncion;2019;NA;0;2;NA;asuncion;-25.25826;-57.61492
city;Asuncion;2020;NA;0;2;NA;asuncion;-25.25826;-57.61492
city;Asuncion;2021;NA;0;2;NA;asuncion;-25.25826;-57.61492
city;Asuncion;2022;NA;0;2;NA;asuncion;-25.25826;-57.61492
city;Aswan;1980;NA;0;1;NA;aswan;24.06661;32.89026
city;Asyut;1980;NA;0;1;NA;asyut;27.19138;31.21288
city;Bamako;1987;NA;0;2;NA;bamako;12.61913;-7.98031
city;Bamako;1988;5;1;2;Good;bamako;12.61913;-7.98031
city;Bamako;1992;20;1;2;Good;bamako;12.61913;-7.98031
city;Bamako;1993;235;6;2;Good;bamako;12.61913;-7.98031
city;Bamako;1994;23;1;2;Good;bamako;12.61913;-7.98031
city;Bamako;1995;577;2;2;Good;bamako;12.61913;-7.98031
city;Bamako;1996;40;1;2;Good;bamako;12.61913;-7.98031
city;Basel;1980;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1981;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1982;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1983;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1984;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1985;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1986;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1987;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1988;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1989;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1990;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1991;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1992;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1993;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1994;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1995;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1996;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1997;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1998;NA;0;4;NA;basel;47.563;7.61525
city;Basel;1999;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2000;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2001;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2002;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2008;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2009;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2010;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2011;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2012;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2013;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2014;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2015;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2016;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2017;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2018;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2019;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2020;NA;0;4;NA;basel;47.563;7.61525
city;Basel;2021;NA;0;4;NA;basel;47.563;7.61525
city;Begusarai;1986;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1987;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1988;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1989;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1990;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1991;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1992;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1993;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1994;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1995;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1996;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1997;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1998;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;1999;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2000;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2001;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2002;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2003;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2004;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2005;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2006;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2007;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2008;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2009;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2010;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2011;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2012;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2013;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2014;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2015;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2016;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2017;NA;0;4;NA;begusarai;25.32052;86.03446
city;Begusarai;2018;20600;22;4;Poor;begusarai;25.32052;86.03446
city;Begusarai;2019;14600;19;4;Poor;begusarai;25.32052;86.03446
city;Begusarai;2020;92000;31;4;Poor;begusarai;25.32052;86.03446
city;Begusarai;2021;34300;12;4;Poor;begusarai;25.32052;86.03446
city;Berlin;2008;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2009;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2010;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2011;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2012;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2013;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2014;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2015;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2016;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2017;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2018;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2019;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2020;NA;0;1;NA;berlin;52.50959;13.4022
city;Berlin;2021;NA;0;1;NA;berlin;52.50959;13.4022
city;Bhagalpur;2018;21000;22;3;Poor;bhagalpur;25.29657;86.98478
city;Bhagalpur;2019;17000;30;3;Poor;bhagalpur;25.29657;86.98478
city;Bhagalpur;2020;160000;43;3;Poor;bhagalpur;25.29657;86.98478
city;Bhagalpur;2021;139600;14;3;Poor;bhagalpur;25.29657;86.98478
city;Bhubaneswar;2018;160000;72;6;Poor;bhubaneswar;20.28889;85.84112
city;Bhubaneswar;2019;160000;72;6;Poor;bhubaneswar;20.28889;85.84112
city;Bhubaneswar;2020;160000;72;6;Poor;bhubaneswar;20.28889;85.84112
city;Bhubaneswar;2021;160000;18;6;Poor;bhubaneswar;20.28889;85.84112
city;Bogota;2005;NA;0;1;NA;bogota;4.6909;-74.1626
city;Bogota;2006;NA;0;1;NA;bogota;4.6909;-74.1626
city;Bogota;2007;NA;0;1;NA;bogota;4.6909;-74.1626
city;Bogota;2008;NA;0;1;NA;bogota;4.6909;-74.1626
city;Bogota;2009;NA;0;1;NA;bogota;4.6909;-74.1626
city;Bogota;2010;NA;0;1;NA;bogota;4.6909;-74.1626
city;Bogota;2011;NA;0;1;NA;bogota;4.6909;-74.1626
city;Bogota;2012;NA;0;1;NA;bogota;4.6909;-74.1626
city;Bogota;2013;NA;0;1;NA;bogota;4.6909;-74.1626
city;Bratislava;1995;1035;12;1;Good;bratislava;48.14206;17.11063
city;Bruxelles;2006;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2007;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2008;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2009;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2010;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2011;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2012;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2013;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2014;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2015;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2016;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2017;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2018;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2019;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2020;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Bruxelles;2021;NA;0;6;NA;bruxelles;50.84932;4.37115
city;Cagayan de Oro City;1980;12000;16;1;Poor;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1981;9200;21;1;Poor;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1982;4600;1;1;Poor;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1983;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1984;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1985;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1986;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1988;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1989;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1990;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1991;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1992;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1993;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1994;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1995;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1996;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1997;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cagayan de Oro City;1999;NA;0;1;NA;cagayan de oro city;8.48134;124.63859
city;Cali;1983;2400000;10;2;Poor;cali;3.42257;-76.49219
city;Cali;1984;2400000;11;2;Poor;cali;3.42257;-76.49219
city;Cali;1985;2400000;7;2;Poor;cali;3.42257;-76.49219
city;Cali;1986;2400000;5;2;Poor;cali;3.42257;-76.49219
city;Cali;1987;2400000;4;2;Poor;cali;3.42257;-76.49219
city;Cali;1988;218400;2;2;Poor;cali;3.42257;-76.49219
city;Cali;2005;NA;0;2;NA;cali;3.42257;-76.49219
city;Cali;2006;NA;0;2;NA;cali;3.42257;-76.49219
city;Cali;2007;NA;0;2;NA;cali;3.42257;-76.49219
city;Cali;2008;NA;0;2;NA;cali;3.42257;-76.49219
city;Cali;2009;NA;0;2;NA;cali;3.42257;-76.49219
city;Cali;2010;NA;0;2;NA;cali;3.42257;-76.49219
city;Cali;2011;NA;0;2;NA;cali;3.42257;-76.49219
city;Cali;2012;NA;0;2;NA;cali;3.42257;-76.49219
city;Cali;2013;NA;0;2;NA;cali;3.42257;-76.49219
city;Chiang Rai;1985;NA;0;1;NA;chiang rai;19.91109;99.83266
city;Chiang Rai;1986;NA;0;1;NA;chiang rai;19.91109;99.83266
city;Chiang Rai;1987;NA;0;1;NA;chiang rai;19.91109;99.83266
city;Chiang Rai;1988;NA;0;1;NA;chiang rai;19.91109;99.83266
city;Chiang Rai;1989;NA;0;1;NA;chiang rai;19.91109;99.83266
city;Chiang Rai;1990;NA;0;1;NA;chiang rai;19.91109;99.83266
city;Chiang Rai;1991;NA;0;1;NA;chiang rai;19.91109;99.83266
city;Chiang Rai;1992;NA;0;1;NA;chiang rai;19.91109;99.83266
city;Chiang Rai;1993;NA;0;1;NA;chiang rai;19.91109;99.83266
city;Chiang Rai;1994;NA;0;1;NA;chiang rai;19.91109;99.83266
city;Chicago;1987;NA;0;1;NA;chicago;41.78042;-87.90206
city;Chicago;1989;NA;0;1;NA;chicago;41.78042;-87.90206
city;Chicago;1990;NA;0;1;NA;chicago;41.78042;-87.90206
city;Chicago;1999;NA;0;1;NA;chicago;41.78042;-87.90206
city;Chicago;2000;NA;0;1;NA;chicago;41.78042;-87.90206
city;Chicago;2001;NA;0;1;NA;chicago;41.78042;-87.90206
city;Chicago;2002;NA;0;1;NA;chicago;41.78042;-87.90206
city;Ciudad del Este;1996;27;2;2;Good;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;1997;26;2;2;Good;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;1998;2440;3;2;Poor;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;1999;35000;1;2;Poor;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2000;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2001;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2002;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2003;280000;1;2;Poor;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2005;15384;2;2;Poor;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2006;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2007;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2008;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2009;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2010;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2011;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2012;722;2;2;Good;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2013;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2018;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2019;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2020;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2021;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Ciudad del Este;2022;NA;0;2;NA;ciudad del este;-25.51703;-54.61405
city;Colombo;1980;185327;12;19;Poor;colombo;6.93006;79.95624
city;Colombo;2003;NA;0;19;NA;colombo;6.93006;79.95624
city;Colombo;2004;NA;0;19;NA;colombo;6.93006;79.95624
city;Colombo;2005;5,4E+14;70;19;Poor;colombo;6.93006;79.95624
city;Colombo;2006;16000;27;19;Poor;colombo;6.93006;79.95624
city;Colombo;2007;15300;22;19;Poor;colombo;6.93006;79.95624
city;Colombo;2008;5000;28;19;Poor;colombo;6.93006;79.95624
city;Colombo;2009;5000;11;19;Poor;colombo;6.93006;79.95624
city;Colombo;2010;1300;40;19;Good;colombo;6.93006;79.95624
city;Colombo;2011;2380;52;19;Poor;colombo;6.93006;79.95624
city;Colombo;2012;2920;115;19;Poor;colombo;6.93006;79.95624
city;Colombo;2013;7000;16;19;Poor;colombo;6.93006;79.95624
city;Colombo;2014;9000;54;19;Poor;colombo;6.93006;79.95624
city;Colombo;2015;3000;30;19;Poor;colombo;6.93006;79.95624
city;Columbia, South Carolina;1995;NA;0;1;NA;columbia, south carolina;33.99497;-81.00607
city;Columbia, South Carolina;1996;NA;0;1;NA;columbia, south carolina;33.99497;-81.00607
city;Columbia, South Carolina;1997;NA;0;1;NA;columbia, south carolina;33.99497;-81.00607
city;Concepción;1984;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1985;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1986;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1987;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1988;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1989;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1990;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1991;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1992;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1993;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1994;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1995;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1996;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1997;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;1998;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2000;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2001;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2002;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2003;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2004;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2005;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2006;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2007;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2008;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2009;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2010;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2011;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2012;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2013;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2014;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2015;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2016;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2017;NA;0;4;NA;concepcion;-36.79409;-73.08454
city;Concepción;2018;800;1;4;Good;concepcion;-36.79409;-73.08454
city;Culiacan;2012;24196;5;10;Poor;culiacan;24.79921;-107.4195
city;Culiacan;2013;24196;52;10;Poor;culiacan;24.79921;-107.4195
city;Culiacan;2014;24196;45;10;Poor;culiacan;24.79921;-107.4195
